comments,price,storeName,title
2万+,3699.00,Apple产品京东自营旗舰店,Apple iPhone SE(A2785)128G 午夜色 支持移动联通电信5G手机
2万+,6199.00,中国移动终端京东自营旗舰店,Apple iPhone 13 (A2634) 256GB 星光色 支持移动联通电信5G 双卡双待手机【赠卡首月免月租】
2万+,3188.00,靓机优品二手手机专营店,Apple iPhone 12 苹果12 苹果12二手 二手苹果手机 二手5G手机 游戏手机 国行双卡 黑色（店长推荐） 99新 128G 全网通 全部原装（赠配件大
1万+,5399.00,中国联通京东自营官方旗舰店,Apple iPhone 14 (A2884) 128GB 紫色 支持移动联通电信5G 双卡双待手机 Apple合约机 联通用户专享
37,3499.00,ZHIHUITONG海外专营店,Apple/苹果 iPhone 14/Plus智能手机全新美版有锁 WiFi不能插卡 苹果14蓝色美版有锁不能插卡 128GB
1000+,9899.00,云南联通京东自营旗舰店,Apple iPhone 14 Pro Max (A2896) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机
1000+,12897.00,重庆电信京东自营旗舰店,Apple iPhone 13 Pro Max (A2644) 512GB 石墨色 支持移动联通电信5G 双卡双待全网通手机 AC+套装版
10万+,5698.00,Apple产品京东自营旗舰店,Apple iPhone 12 (A2404) 256GB 黑色 支持移动联通电信5G 双卡双待手机【快充套装】
2000+,1299.00,新扬二手手机专营店,苹果x Apple iPhone X 二手手机 苹果手机
0,7999.00,1号会员店,Apple iPhone 14 Pro (A2892) 128GB 金色 支持移动联通电信5G 双卡双待手机1号店
200+,8599.00,京东手机优选自营旗舰店,Apple iPhone 14 Pro (A2892) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机
500+,8899.00,Apple产品企业京东自营旗舰店,Apple iPhone 14 Pro 256GB 深空黑色A2892手机 支持移动联通电信5G MQ0M3CH/A【企业客户专享】
0,3188.00,东源海外专营店,Apple 苹果 iPhone 14  苹果14 plus 22新款（美版有锁激活）不支持插卡 工作手机
1000+,3688.00,壹思海外专营店,Apple 苹果13 iPhone 13（美版版激活有锁） 移动联通4G 2021款 智能手机
500+,6999.00,拍拍严选官方旗舰店,【资源机】苹果 13pro Apple iPhone 13 pro 国行 拍拍严选  二手手机 5G 远峰蓝色 256G
2000+,5999.00,Apple产品企业京东自营旗舰店,Apple iPhone 14 128GB 紫色A2884手机 支持移动联通电信5G MPUW3CH/A【企业客户专享】
1000+,3688.00,壹思海外专营店,Apple 苹果13 iPhone 13（美版版激活有锁） 移动联通4G 2021款 智能手机
50万+,6199.00,中国联通京东自营旗舰店,Apple iPhone 13 (A2634)256GB 绿色 支持移动联通电信5G 双卡双待手机【大王卡】
5000+,7899.00,中国联通京东自营旗舰店,Apple iPhone 14 Plus (A2888) 256GB 星光色 支持移动联通电信5G 双卡双待手机【大王卡】
200+,9599.00,京东手机优选自营旗舰店,Apple iPhone 14 Pro Max (A2896) 256GB 深空黑色 支持移动联通电信5G 双卡双待手机
500+,8899.00,Apple智慧生活专卖店,Apple iPhone 14 Pro (A2892) 支持移动联通电信5G 双卡双待手机 暗紫色 256G【官方标配+全国联保+运费险】
1万+,4999.00,久汇通手机旗舰店,Apple 苹果13 iPhone 13 5G 手机 全网通 （现货速发 白条12期分期购可选） 128GB 午夜色 官方标配（无赠品）
2000+,7999.00,Apple古霖专卖店,Apple iPhone 14 Pro (A2892) 支持移动联通电信5G 双卡双待手机 暗紫色 128GB官方标配+绿联壳膜
0,7999.00,1号会员店,Apple iPhone 14 Pro (A2892) 128GB 暗紫色 支持移动联通电信5G 双卡双待手机1号店
500+,9899.00,Apple古霖专卖店,Apple iPhone 14 Pro Max (A2896) 支持移动联通电信5G 双卡双待手机 暗紫色 256GB官方标配+绿联壳膜
500+,3688.00,东源海外专营店,Apple 苹果13 iPhone 13 （美版有锁激活）移动联通高清拍照智能手机4G单卡
5万+,4779.00,微焱数码旗舰店,Apple 苹果 iPhone 13 全网通5G手机 午夜黑 128G
2000+,4739.00,京东手机优选自营旗舰店,Apple iPhone 13 (A2634) 128GB 蓝色 支持移动联通电信5G 双卡双待手机
500+,3188.00,XINKE海外专营店,Apple 苹果 iPhone 14  苹果14 plus 22新款（美版有锁激活）不支持插卡 游戏手机
2000+,5399.00,天翼电信京东自营旗舰店,Apple iPhone 13 支持移动联通电信 双卡双待全网通5G手机 128GB 午夜色
2,8599.00,APPLE鼎峰专卖店,Apple iPhone 14 (A2884) 支持移动联通电信5G 双卡双待手 午夜色 全网通512G官方标配
2万+,4738.00,鹏瑶旗舰店,【12期白条0首付】Apple 苹果 iPhone 13 (A2634) 苹果14店内可选5G手机 午夜色 全网通 128GB(官方标配)
2万+,3719.00,拍拍严选官方旗舰店,Apple iPhone 11 Pro Max 苹果11promax手机  二手手机 备用机学生机 暗夜绿色 256G
0,6199.00,中国电信自营旗舰店,Apple* iPhone 13双卡双待全网通5G手机 绿色256G 电信用户专享
1万+,4989.00,Apple丰年时代专卖店,Apple iPhone 13 (A2634) 支持移动联通电信5G 双卡双待手机 绿色 128GB官配
2000+,5499.00,千瑞达手机旗舰店,Apple苹果14 iPhone 14 (A2884) 5G手机  全网通 蓝色 128GB+20W闪充
1000+,4849.00,APPLE鼎峰专卖店,Apple 苹果 iPhone 13 支持移动联通电信 5G手机 双卡双待 午夜色 全网通128GB（官方标配) 无赠品
97,3188.00,壹思海外专营店,Apple 苹果 iPhone 14  苹果14 plus 22款（美版有锁激活）不支持插卡 游戏手机
100+,1499.00,拾锦二手商品专营店,Apple iPhone X苹果X全网通5.8寸 国行二手手机99新 银色 64G全网通
1000+,2798.00,东源海外专营店,Apple iPhone 12苹果12 移动联通电信（美版有锁激活）全面屏手机智能手机 黑色 美版有锁移动联通电信64GB
2万+,2728.00,靓机优品二手手机专营店,Apple iPhone 12 苹果12 苹果12二手 二手苹果手机 二手5G手机 游戏手机 国行双卡 黑色（店长推荐） 95新 64G 全网通 全部原装（赠配件大礼包）
1000+,5399.00,云南联通京东自营旗舰店,Apple iPhone 14 (A2884) 128GB 紫色 支持移动联通电信5G 双卡双待手机
6,5899.00,锋锋通讯香港手机买手店,Apple 苹果 iPhone 14 Plus手机 5G通 14 Pro Max 双卡双待手机 【
200+,2099.00,可乐二手手机专营店,Apple iPhone Xs max 苹果xsmax 双卡双待 游戏手机 苹果二手手机 9成新 金色 95新 64G【品牌100电池+品牌20W快充】
5000+,5379.00,京联通达旗舰店,手机apple 苹果14 (A2884) iPhone 14
2000+,5329.00,淘金手机旗舰店,Apple苹果 iPhone 14 (A2884)支持移动联通电信5G 双卡双待手机 星光色128GB 官方标配
1000+,7949.00,蜜茶手机旗舰店,Apple 苹果 iPhone 14 Pro（A2892）苹果14pro 5G手机 暗紫色 128G 官方标配
2000+,5399.00,天翼电信京东自营旗舰店,Apple iPhone 13 支持移动联通电信 双卡双待全网通5G手机 128GB 午夜色
500+,9099.00,OKSJ手机旗舰店,Apple苹果 iPhone 14 Pro Max (A2896)全网通5G 智能手机 128GB 暗紫色 官方标配+普通20w闪充
97,3188.00,壹思海外专营店,Apple 苹果 iPhone 14  苹果14 plus 22款（美版有锁激活）不支持插卡 游戏手机
2000+,9269.00,京联通达旗舰店,手机apple 苹果14promax(A2896) iPhone 14promax
200+,6199.00,OKSJ手机旗舰店,Apple苹果 iPhone 14 plus (A2888) 全网通5G 双卡双待手机 128GB 红色 官方标配+普通20w闪充
1万+,4989.00,Apple丰年时代专卖店,Apple iPhone 13 (A2634) 支持移动联通电信5G 双卡双待手机 绿色 128GB官配
98,5359.00,Apple晨星泰合专卖店,Apple iPhone 14（A2884）5G全网通手机 午夜色 128G 套装一：搭配90天碎屏保障
1万+,5349.00,OKSJ手机旗舰店,Apple苹果 iPhone 14 (A2884)全网通5G 智能手机 128GB 午夜色 官方标配
100+,5499.00,酷族数码旗舰店,【可选白条免息】Apple 苹果 iPhone 14 (A2884) 苹果14 5G全网通手机 午夜色 128G 官方标配
1000+,8199.00,拍拍严选官方旗舰店,【资源机】 Apple 苹果 iPhone 13 Pro Max  二手手机 远峰蓝色 99新【256G】
6,5899.00,锋锋通讯香港手机买手店,Apple 苹果 iPhone 14 Plus手机 5G通 14 Pro Max 双卡双待手机 【
2000+,5399.00,佳沪电商旗舰店,Apple 苹果 iPhone 14 5G手机 蓝色 全网通 128GB 官方标配【含20w普通闪充】
1000+,9899.00,疆界互联旗舰店,Apple 苹果 iPhone 14 pro max 全网通5G手机（A2896） 暗紫色 256G 官方标配【搭配 20W品牌闪充】
1000+,2798.00,东源海外专营店,Apple iPhone 12苹果12 移动联通电信（美版有锁激活）全面屏手机智能手机 黑色 美版有锁移动联通电信64GB
200+,3265.00,忠诚优品二手手机专营店,【可选12期白条免息】Apple iPhone 11苹果11二手国行95新移动联通电信4G双卡双待 黑色 256G【白条6期免息+快充套装】
500+,1058.00,新扬二手手机专营店,苹果8Plus手机 Apple iPhone 8Plus 苹果8P 二手手机 深空灰【店长推荐】 64G 全网通 9成新
53,9288.00,锋韬通讯专营店,Apple 苹果 iPhone 13 Pro Max (A2644)  支持三网5G 石墨色 标准版128GB
5000+,8899.00,Apple羽通专卖店,Apple iPhone 14 Pro (A2892) 支持移动电信联通5G双卡双待手机 暗紫色 256G【官方标配】
500+,8749.00,佳沪电商旗舰店,Apple 苹果 iPhone 14 Pro 5G手机 暗紫色 全网通 256GB 官方标配【含20w普通闪充】
1000+,8089.00,Apple扬笛手机专卖店,Apple iPhone 14 Pro 全网通5G 手机 双卡双待 暗紫色 128GB 【6期白条免息+运费险】
9,5999.00,ZHIHUITONG海外专营店,Apple/苹果 iPhone 13 Pro Max美版有锁智能手机全新原封旗舰卡贴机 13ProMax苍岭绿色美版有锁 128GB
1万+,5358.00,微焱数码旗舰店,Apple 苹果 iPhone 14 全网通5G手机 午夜色 128G
2000+,8699.00,京东之家官方旗舰店,Apple iPhone 苹果14pro（A2892）
1万+,8899.00,疆界互联旗舰店,Apple 苹果 iPhone 14 pro 全网通5G手机（A2892） 暗紫色 256G 官方标配【搭配 20W品牌闪充】
1000+,5359.00,Apple扬笛手机专卖店,Apple iPhone 14 全网通5G 双卡双待 手机 紫色 128GB【官方标配】+全国联保+运费险
2万+,2728.00,靓机优品二手手机专营店,Apple iPhone 12 苹果12 苹果12二手 二手苹果手机 二手5G手机 游戏手机 国行双卡 黑色（店长推荐） 95新 64G 全网通 全部原装（赠配件大礼包）
3,11399.00,Apple爱豆专卖店,苹果（Apple） iPhone 14 Pro Max（A2896）支持移动联通电信5G 双卡双待手机 暗紫色 256GB
5万+,3429.00,拍拍严选官方旗舰店,Apple 苹果 iPhone 12  二手手机国行全网通 5G 学生机 白色 128GB
1万+,4999.00,中国电信自营旗舰店,Apple iPhone 12 (A2404) 128GB 蓝色 支持移动联通电信 5G全网通 双卡双待 学生手机#
500+,8749.00,佳沪电商旗舰店,Apple 苹果 iPhone 14 Pro 5G手机 暗紫色 全网通 256GB 官方标配【含20w普通闪充】
200+,4067.00,三火全球买手店,Apple 苹果手机 iPhone 13 Pro Max 智能手机 全新机 双卡双待 13 银白色 128G单机（移动联通）美版有锁带卡贴
1000+,9849.00,佳沪电商旗舰店,Apple 苹果 iPhone 14 Pro Max 5G手机 暗紫色 全网通 256GB 官方标配【含20w普通闪充】
500+,6298.00,佳沪电商旗舰店,Apple 苹果 iPhone 14 Plus 5G手机 蓝色 全网通 128GB 官方标配【含20w普通闪充】
200+,6299.00,拍拍严选官方旗舰店,【资源机】Apple 苹果13 iPhone 13二手手机 5G手机 全网通 午夜色 512G
5000+,5379.00,京联通达旗舰店,手机apple 苹果14 (A2884) iPhone 14 新品 5G手机 蓝色 128G（搭配碎屏险）
23,8999.00,千瑞达手机旗舰店,Apple 苹果14 iPhone 14 pro max(A2896) 5G手机 全网通 暗紫色 128GB 官方标配
5000+,1169.00,京选二手手机专营店,苹果8plus手机Apple iPhone 8P苹果8p二手苹果手机游戏手机吃鸡王者 黑色【品牌电池100%】 64G全网通（活动款） 9成新
2000+,8598.00,京东电竞手机官方旗舰店,【京东电竞】Apple 苹果 iPhone 14Pro（A2892）移动联通电信5G手机 暗紫色 全网通256GB【90天碎屏保】
1000+,8089.00,Apple扬笛手机专卖店,Apple iPhone 14 Pro 全网通5G 手机 双卡双待 暗紫色 128GB 【6期白条免息+运费险】
1万+,3999.00,拍拍严选官方旗舰店,【资源机99新】Apple iPhone 12 苹果12手机 大陆国行  拍拍严选 全网通 二手手机 蓝色 128GB
1000+,5359.00,Apple扬笛手机专卖店,Apple iPhone 14 全网通5G 双卡双待 手机 紫色 128GB【官方标配】+全国联保+运费险
1万+,5329.00,茄子手机旗舰店,Apple 苹果 iPhone 14 (A2884) 全网通 5G手机 128GB星光色 官方标配
2000+,5099.00,居然智慧家旗舰店,Apple苹果 iPhone 13（A2634）苹果13 5G手机 支持移动电信联通 午夜色 128GB 套装一【享90天碎屏保障+晒单领现金红包】
100+,4989.00,甄美丽电脑办公买手店,Apple/苹果 iPhone 13 pro/13pro max支持移动联通 美版有锁  带卡贴单机 13pro 黑色单机 美版有锁128GB
1万+,5358.00,微焱数码旗舰店,Apple 苹果 iPhone 14 全网通5G手机 午夜色 128G
200+,9899.00,享机惠旗舰店,Apple iPhone 14 Pro Max (A2896)支持移动联通电信5G 双卡双待手机 暗紫色 256GB
2000+,4699.00,久汇通手机旗舰店,Apple 苹果 iPhone 13 mini 苹果13mini 5G手机（白条12期分期购可选） 128GB 午夜色 官方标配+(20W闪充 套装)
5万+,2539.00,拍拍严选官方旗舰店,苹果 Apple iPhone 11 苹果11 苹果二手手机 备用机 国行 绿色 128G
1万+,4799.00,久汇通手机旗舰店,Apple 苹果12 iPhone 12 5G手机（ 白条12期分期可选）下单尊享豪礼 黑色 128G 标配 +(20W闪充套装）
2万+,949.00,拍拍严选官方旗舰店,【焕新机】Apple iPhone 8 苹果8二手手机  大陆国行备用机学生机 金色 64G
2000+,1888.00,东源海外专营店,Apple iPhone se3 苹果se3 2022款（美版有锁激活）4G 移动联通电信智能手机 黑色 64GB美版有锁激活移动联通电信
2000+,1000.00,卡仕盾优品二手手机专营店,苹果8Plus Apple iPhone 8Plus 二手苹果手机 8plus 二手手机 深空灰色 64G 全网通  9成新
6,1999.00,三火全球买手店,Apple iPhone 苹果8Plus 7 PLUS 备用机 学生  4G智能手机
100+,3499.00,粤和数码买手店,Apple 苹果 iPhone 13 13 Pro 手机13 PM 全新 美版 联通移动 有锁 单卡
2000+,5499.00,酷族数码旗舰店,【12期白条0首付】Apple 苹果 iPhone 14（A2884）苹果14 5G全网通手机 星光色 128G 套餐一：官方标配
64,4080.00,恒泽数码买手店,Apple 苹果 iPhone 12 13Pro Max 美版 原装5G 更多版本内存私聊客服全新 苹果 12【6.1英寸】绿色 官方标配 64GB 美版
200+,3265.00,忠诚优品二手手机专营店,【可选12期白条免息】Apple iPhone 11苹果11二手国行95新移动联通电信4G双卡双待 黑色 256G【白条6期免息+快充套装】
200+,9899.00,享机惠旗舰店,Apple iPhone 14 Pro Max (A2896)支持移动联通电信5G 双卡双待手机 暗紫色 256GB
1000+,5228.00,盘酷优品二手手机专营店,Apple iPhone 12ProMax 苹果12 ProMax国行原装二手手机 海蓝色 256G全网通5G【赠送5件套】 99成新
2000+,2929.00,盘酷优品二手手机专营店,Apple iPhone 11 Pro Max 苹果11 Pro Max国行双卡双待6.5寸 二手手机 暗夜绿 64G全网通4G 95成新
5万+,4799.00,茄子手机旗舰店,Apple 苹果 iPhone 13 (A2634)  全网通 5G手机 128GB 蓝色 官方标配
2万+,4799.00,佳沪电商旗舰店,Apple 苹果 iPhone 13 5G手机  128GB 星光色 官方标配【搭配90天碎屏险】
33,8599.00,京东手机优选自营旗舰店,Apple iPhone 13 Pro Max (A2644) 128GB 银色 支持移动联通电信5G 双卡双待手机
2000+,9269.00,京联通达旗舰店,手机apple 苹果14promax(A2896) iPhone 14promax
1000+,9099.00,云南联通京东自营旗舰店,Apple iPhone 14 Pro (A2892) 256GB 暗紫色 支持移动联通电信5G 双卡双待手机【快充套装】
200+,5399.00,重庆电信京东自营旗舰店,Apple iPhone 14 (A2884) 128GB 午夜色 支持移动联通电信5G 双卡双待手机
1000+,7699.00,拍拍严选官方旗舰店,【资源机】 Apple 苹果 iPhone 13 Pro Max  二手手机 石墨色 99新【128G】
1万+,4759.00,头号卖家旗舰店,【分期免息可选】Apple 苹果 iPhone 13 (A2634) 5G手机  双卡双待手机 午夜色 128GB
2000+,1219.00,悦蜂二手手机专营店,苹果x 手机 Apple iPhone X 二手 苹果手机
1000+,2399.00,爱相随二手手机专营店,Apple iPhone 12mini 苹果12mini 二手苹果原装国行二手手机 黑色 128G【评价有礼】9成新
88,3949.00,拍拍严选尖货旗舰店,【仅激活未使用】苹果 Apple iPhone 13 mini展示机电池效率100%二手手机 粉色【99新】 128G
2000+,15388.00,久汇通手机旗舰店,Apple 苹果14 iPhone 14 ProMax 5G 手机（12promax和白条12期可选） 暗紫色 5G版 1TB
5000+,4099.00,蜜茶手机旗舰店,Apple 苹果 iPhone 11 【苹果12可选】双卡双待 手机 支持移动联通电信 4G 白色11 128G 官方标配
41,5867.00,三火全球买手店,Apple 苹果 iPhone 13系列手机 苹果13 Pro max  智能手机 全新机 13 Pro Max 黑色 6.7英寸 128G单机（移动联通）美版有锁带卡贴
2000+,668.00,京致二手手机专营店,苹果（Apple） iPhone 7plus 二手手机 苹果7 Plus 4G手机 全网通 玫瑰金 32G全网通 9成新
1万+,4799.00,久汇通手机旗舰店,Apple 苹果12 iPhone 12 5G手机（ 白条12期分期可选）下单尊享豪礼 黑色 128G 标配 +(20W闪充套装）
2000+,8999.00,酷族数码旗舰店,【免息可选】Apple 苹果 iPhone 13 Pro Max 全网通5G手机 银色  128G 套装一：官方标配
1000+,3769.00,星期八二手手机专营店,Apple iPhone 12Pro 苹果12 Pro 原装国行5G手机 全网通 苹果手机 二手手机 海蓝色[赠配件礼包] 128G全网通 9新
1000+,6999.00,Apple产品企业京东自营旗舰店,Apple iPhone 14 Plus 128GB 星光色A2888手机 支持移动联通电信5G MQ363CH/A【企业客户专享】
1万+,2679.00,九州优品二手手机专营店,Apple iPhone XS MAX 苹果xs 单卡 苹果xsmax 双卡 大陆国行 二手苹果手机 深空灰 Xsmax256G【品牌电池100%+20W快充】 95新【外观更靓】
2000+,8189.00,京联通达旗舰店,手机apple 苹果14pro (A2892) iPhone 14pro
2000+,1588.00,京致二手手机专营店,苹果xr Apple iPhone XR 双卡双待 国行 二手手机 面容ID 全面屏 二手苹果XR 白色 64G全网通+20W快充套装 9成新
0,5899.00,阿奇索数码3C买手店,Apple/苹果 iPhone 13 原装正品未使用未激活 支持5G 双卡双待手机
2000+,3899.00,拍拍严选官方旗舰店,【资源机】Apple 苹果 iPhone 13 mini 全网通 国行 5G 二手手机 星光色 99新【128G】
2000+,9899.00,中国联通京东自营官方旗舰店,Apple iPhone 14 Pro Max (A2896) 256GB 暗紫色 支持移动联通电信5G Apple合约机 联通用户专享
500+,1899.00,新扬二手手机专营店,苹果xr Apple iPhone XR x 二手手机 二手苹果手机 全面屏 游戏 全网通 双卡双待 黑色【靓机推荐】 128G 全网通(赠20W快充) 9成新
5000+,1288.00,卡仕盾优品二手手机专营店,苹果x 手机 Apple iPhone X 二手手机
5000+,4369.00,拍拍严选官方旗舰店,Apple iPhone 苹果12 Pro 二手手机 支持移动联通电信5G 双卡 学生机 银色 256GB
1000+,6559.00,拍拍严选尖货旗舰店,Apple iPhone 13 Pro Max 支持移动联通电信苹果5G 二手手机 国行 金色 128G
2000+,1588.00,京致二手手机专营店,苹果xr Apple iPhone XR 双卡双待 国行 二手手机 面容ID 全面屏 二手苹果XR 白色 64G全网通+20W快充套装 9成新
2000+,3899.00,拍拍严选官方旗舰店,【资源机】Apple 苹果 iPhone 13 mini 全网通 国行 5G 二手手机 星光色 99新【128G】
2000+,15388.00,久汇通手机旗舰店,Apple 苹果14 iPhone 14 ProMax 5G 手机（12promax和白条12期可选） 暗紫色 5G版 1TB
5000+,9799.00,京东之家官方旗舰店,Apple iPhone 苹果14promax（A2896）
500+,1899.00,新扬二手手机专营店,苹果xr Apple iPhone XR x 二手手机 二手苹果手机 全面屏 游戏 全网通 双卡双待 黑色【靓机推荐】 128G 全网通(赠20W快充) 9成新
5000+,1288.00,卡仕盾优品二手手机专营店,苹果x 手机 Apple iPhone X 二手手机
1000+,1680.00,众致优品二手手机专营店,Apple 苹果XR 二手 iPhone 手机国行双卡双待
1万+,5598.00,鹏瑶旗舰店,【12期白条0首付】Apple 苹果 iPhone 14（A2884）苹果14 5G全网通手机 星光色 128GB 官方标配
200+,5999.00,天翼电信京东自营旗舰店,Apple iPhone 14 支持移动联通电信 双卡双待全网通5G手机 128GB 紫色 电信用户专享优惠
2000+,8189.00,京联通达旗舰店,手机apple 苹果14pro (A2892) iPhone 14pro
2000+,7749.00,佳沪电商旗舰店,Apple 苹果 iPhone 13 Pro 5G手机 远峰蓝色 全网通 128GB【官方标配】
2000+,5009.00,双果数码二手手机旗舰店,Apple 苹果12 ProMax iPhone 12ProMax 国行二手苹果手机 原装5G全网通 海蓝色 128G全网通 99成新
10万+,9847.00,Apple产品京东自营旗舰店,Apple iPhone 13ProMax(A2644)128GB苍岭绿色支持移动联通电信5G双卡双待手机【1年期官方AppleCare+版】
5000+,918.00,悦蜂二手手机专营店,苹果8 Apple iPhone 8 八代手机 分期备用 二手手机 灰色【店长推荐】 99新64G【电池100分+闪充20W】
1万+,3999.00,拍拍严选官方旗舰店,【资源机99新】Apple iPhone 12 苹果12手机 大陆国行  拍拍严选 全网通 二手手机 蓝色 128GB
2000+,9269.00,京联通达旗舰店,手机apple 苹果14promax(A2896) iPhone 14promax
0,5899.00,阿奇索数码3C买手店,Apple/苹果 iPhone 13 原装正品未使用未激活 支持5G 双卡双待手机
1000+,2339.00,新扬二手手机专营店,苹果11 Apple iPhone 11二手苹果手机 游戏手机 4G双卡双待 黑色【店长推荐】 128G 全网通（赠20W快充） 9成新
1000+,2136.00,在一起二手手机专营店,苹果12mini Apple iPhone 12mini 国行原装 二手手机 5G全面屏 备用机 蓝色 【9成新】64G 全网通
41,5867.00,三火全球买手店,Apple 苹果 iPhone 13系列手机 苹果13 Pro max  智能手机 全新机 13 Pro Max 黑色 6.7英寸 128G单机（移动联通）美版有锁带卡贴
1万+,5999.00,Apple产品京东自营旗舰店,Apple iPhone 13 mini (A2629) 256GB 蓝色 手机 支持移动联通电信5G【购机补贴版】
2000+,3799.00,拍拍严选官方旗舰店,Apple iPhone 13 mini 支持移动联通电信苹果5G 二手手机 星光色 256GB
2000+,4299.00,蜜茶手机旗舰店,Apple 苹果 iPhone 13 mini (A2629) 苹果13mini 5G手机 星光色128G 官方标配
200+,6599.00,闲至优品二手手机旗舰店,Apple 苹果 iPhone 13 Pro仅激活未使用准新资源机20W闪充原装国行5G无锁二手手机 石墨色【送20W PD 快充】 128GB 准新
5000+,1249.00,京粉二手手机旗舰店,Apple iPhone x(A1865)苹果x 国行公开版二手手机9成新 深空灰 64G全网通『 赠充电套装』
89,2750.00,豪机汇二手手机专营店,Apple iPhone 12 苹果12 二手手机 5G双卡双待 国行 二手99新 紫色【赠：品牌5件套】 64G 全网通 9新
1000+,2109.00,星期八二手手机专营店,Apple iPhone 12mini 苹果 12mini 原装国行 全网通5G 二手苹果手机 绿色[赠配件大礼包] 64G全网通 9新
5000+,1449.00,帝企鹅优品二手手机专营店,苹果xs单卡 苹果xsmax双卡 apple iPhone x XS 二手苹果手机 二手游戏手机 XS单卡 活动款 深空灰 64G 全网通 9成新
500+,8788.00,久汇通手机旗舰店,Apple 苹果14 pro iPhone 14 Pro 5G手机 (现货当天发 白条12期分期可选） 128GB 暗紫色 官方标配+(20w闪充 套装)
200+,5089.00,旷视界海外买手店,苹果/Apple iPhone 13pro/13pro max  移动联通 美版有锁带卡贴 单机身 13pro 黑色 128G 美版有锁带卡贴
2000+,8878.00,耐谷手机旗舰店,Apple 苹果13Pro Max iPhone 13Pro Max 5G手机 远峰蓝色 128GB
18,3199.00,三火全球买手店,Apple iPhone 11 pro Max 全新美版苹果11手机全网通 苹果11Pro手机 苹果 11  6.1寸  黑色  64GB 全新库存机
500+,5999.00,Apple古霖专卖店,Apple iPhone 14 (A2884) 支持移动联通电信5G 双卡双待手机 星光色 128GB 官方标配+绿联壳膜
1万+,1018.00,京致二手手机专营店,苹果8Plus手机 Apple iPhone 8Plus 苹果8P 二手手机  二手9成新 深空灰色 64G全网通【100%电池】9成新
1000+,2009.00,小意思二手商品专营店,Apple iPhone XS 苹果XS  二手手机 二手苹果手机 5.8英寸 国行全网通 9成新 深空灰 64G全网通
200+,8350.00,物选手机通讯买手店,现货Apple苹果 iPhone 14 Pro Max 苹果14Pro 双卡双待 原装正品 14 Pro 暗紫色【6.1英寸】 128G
13,6799.00,云达手机专营店,Apple iPhone 12 Pro (A2408)  支持移动联通电信5G 双卡双待 海蓝色 全网通5G  256GB
2000+,1399.00,帝企鹅优品二手手机专营店,【99新可选】苹果se2 Apple iPhone se 2 二手苹果手机 同苹果8外观 游戏性能 黑色 95新 64G 全网通  6期分期白条免息0首付
1万+,5388.00,Apple嘉世优品专卖店,Apple iPhone 13 (A2634) 全网通5G 手机 双卡双待 A15芯片 星光色 128G【官方标配+全国联保+运费险】
2万+,939.00,拍拍严选官方旗舰店,【焕新机】Apple iPhone 8 苹果8二手手机  大陆国行备用机学生机 红色 64G
500+,7999.00,云南联通京东自营旗舰店,Apple iPhone 13 Pro (A2639) 128GB 远峰蓝色 支持移动联通电信全网通 双卡双待5G手机
2000+,9899.00,Apple羽通专卖店,Apple iPhone 14 Pro Max  (A2896) 全网通5G双卡双待手机 暗紫色 256G【官方标配】
